#open,high,low,close,TEST,
336 ,336 ,335 ,335 ,325
336 ,338 ,335 ,336 ,326
334 ,335 ,333 ,334 ,324
335 ,336 ,333 ,333 ,323
336 ,339 ,334 ,334 ,324
333 ,335 ,333 ,335 ,325
334 ,334 ,332 ,333 ,323
335 ,335 ,334 ,335 ,325
336 ,338 ,334 ,335 ,325
335 ,337 ,335 ,336 ,326
339 ,339 ,336 ,337 ,327
336 ,340 ,335 ,339 ,329
338 ,339 ,337 ,337 ,327
339 ,340 ,335 ,338 ,328
339 ,340 ,337 ,340 ,330
340 ,340 ,338 ,338 ,328
336 ,340 ,336 ,340 ,330
331 ,335 ,330 ,334 ,324
332 ,332 ,330 ,331 ,321
